PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),PSAL (psu),QC,GTSPP_UNIQUE_PROFILE_ID
28901,2012-07-20T19:39:00Z,22.0240,123.6460,900,4.7,34.42,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,950,4.25,34.43,0111111,
28901,2012-07-20T19:39:00Z,22.0240,123.6460,989,4.19,34.46,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,3,29.8,34.18,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,4,29.81,34.18,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,5,29.81,34.17,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,6,29.8,34.18,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,7,29.81,34.17,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,8,29.81,34.17,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,9,29.81,34.17,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,10,29.81,34.17,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,20,29.77,34.19,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,30,29.66,34.2,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,40,29.43,34.22,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,50,28.58,34.36,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,60,28.34,34.39,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,70,27.9,34.44,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,80,27.5,34.49,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,90,26.85,34.63,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,100,26.67,34.66,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,110,25.9,34.72,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,120,25.15,34.8,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,130,24.28,34.82,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,140,23.48,34.86,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,150,23.44,34.88,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,160,23.5,34.94,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,170,22.97,34.94,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,180,22.11,34.92,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,190,20.89,34.75,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,200,20.57,34.76,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,250,19.36,34.73,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,300,16.95,34.66,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,350,15.41,34.58,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,400,13.56,34.47,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,450,12.22,34.39,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,500,10.61,34.36,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,550,9.57,34.34,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,600,8.57,34.33,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,650,6.9,34.24,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,700,6.61,34.3,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,750,6.03,34.36,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,800,5.71,34.36,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,850,5.06,34.4,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,900,4.69,34.42,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,950,4.26,34.42,0111111,
28901,2012-07-21T00:52:00Z,22.0130,123.6160,979,4.2,34.46,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,4,29.81,34.17,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,8,29.81,34.17,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,10,29.81,34.17,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,20,29.79,34.18,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,30,29.65,34.21,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,40,29.16,34.29,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,50,28.56,34.37,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,60,28.25,34.43,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,69,27.71,34.5,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,80,27.32,34.54,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,90,26.71,34.64,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,100,26.25,34.7,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,110,25.5,34.8,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,120,24.25,34.84,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,130,,,0111199,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,140,,,0111199,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,150,23.4,34.9,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,160,22.84,34.96,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,170,21.44,34.76,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,180,20.95,34.76,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,190,20.83,34.77,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,200,20.71,34.76,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,250,19.33,34.78,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,300,17.05,34.68,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,350,15.22,34.59,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,400,13.29,34.39,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,450,11.15,34.41,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,500,10.17,34.37,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,550,9.41,34.34,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,600,8.09,34.24,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,650,7.33,34.35,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,700,6.63,34.34,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,750,5.96,34.34,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,800,5.39,34.35,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,850,5.03,34.4,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,900,4.73,34.43,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,950,4.46,34.45,0111111,
28901,2012-07-21T01:03:00Z,22.0080,123.6150,989,4.15,34.47,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,3,29.93,34.18,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,4,,,0111199,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,5,,,0111199,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,6,29.98,34.15,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,7,29.97,34.16,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,8,29.97,34.16,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,9,29.97,34.15,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,10,29.97,34.15,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,20,29.95,34.15,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,30,29.92,34.15,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,40,29.65,34.19,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,50,29.08,34.29,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,60,28.98,34.29,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,70,28.8,34.3,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,80,28.1,34.41,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,90,27.46,34.5,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,100,27.12,34.56,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,110,26.86,34.58,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,120,26.61,34.63,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,130,26,34.7,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,140,24.42,34.86,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,150,23.47,34.8,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,160,22.96,34.86,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,170,22.87,34.86,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,180,22.33,34.94,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,190,21.58,34.94,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,200,20.99,34.86,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,250,19.04,34.83,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,300,15.93,34.6,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,350,14.07,34.5,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,400,12.13,34.42,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,450,10.67,34.35,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,500,9.9,34.37,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,550,8.75,34.3,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,600,7.92,34.31,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,650,7.34,34.34,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,700,6.65,34.33,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,750,5.99,34.36,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,800,5.47,34.38,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,850,5.04,34.39,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,900,4.75,34.43,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,949,4.48,34.45,0111111,
28901,2012-07-21T06:23:00Z,22.0040,123.5770,981,4.25,34.44,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,5,29.77,34.14,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,9,29.77,34.14,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,12,29.78,34.14,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,22,29.78,34.14,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,30,29.78,34.14,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,39,29.8,34.17,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,49,29.16,34.32,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,60,28.7,34.39,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,69,28.49,34.41,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,80,28.46,34.41,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,90,28.21,34.45,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,99,27.96,34.47,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,110,27.66,34.52,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,120,27.18,34.59,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,130,26.83,34.61,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,140,26.33,34.66,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,150,25.17,34.76,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,160,24.32,34.85,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,170,23.66,34.84,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,180,23.18,34.67,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,190,21.97,34.84,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,200,21.72,34.85,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,250,19.89,34.83,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,300,18.61,34.76,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,350,17.24,34.61,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,400,14.5,34.55,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,450,12.15,34.42,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,500,10.61,34.33,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,550,9.98,34.31,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,600,8.41,34.33,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,650,7.77,34.31,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,700,6.49,34.3,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,750,6,34.28,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,800,5.36,34.33,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,850,5.05,34.38,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,900,4.66,34.42,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,950,4.37,34.41,0111111,
28901,2012-07-21T17:13:00Z,21.9820,123.5320,988,4.11,34.46,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,3,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,4,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,5,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,6,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,7,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,8,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,9,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,10,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,20,29.69,34.16,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,30,29.68,34.17,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,40,29.32,34.27,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,50,29.05,34.29,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,60,28.66,34.37,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,70,28.42,34.38,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,80,28.26,34.41,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,90,28.08,34.44,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,100,27.85,34.48,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,110,27.5,34.52,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,120,26.95,34.56,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,130,25.66,34.67,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,140,24.59,34.78,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,150,23.77,34.86,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,160,23.31,34.93,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,170,23.18,34.96,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,180,22.69,34.94,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,190,21.84,34.84,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,200,21.31,34.84,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,250,19.14,34.77,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,300,17.24,34.69,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,350,16.4,34.63,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,400,14.14,34.5,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,450,12.36,34.39,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,500,10.54,34.28,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,550,10.03,34.35,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,599,8.82,34.34,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,650,7.93,34.33,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,700,6.46,34.27,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,750,5.84,34.29,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,800,5.25,34.35,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,850,4.97,34.38,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,900,4.65,34.41,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,950,4.32,34.44,0111111,
28901,2012-07-21T22:31:00Z,21.9730,123.5090,977,4.16,34.45,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,4,29.69,34.16,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,7,29.69,34.16,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,10,29.69,34.16,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,20,29.69,34.16,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,30,29.69,34.16,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,40,29.35,34.28,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,50,29.06,34.3,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,59,28.65,34.38,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,70,28.31,34.42,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,80,28.18,34.44,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,90,27.97,34.48,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,100,27.66,34.51,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,110,27.28,34.56,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,120,26.58,34.63,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,130,25.58,34.73,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,140,24.94,34.8,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,150,24.5,34.82,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,160,23.53,34.91,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,170,23.36,34.93,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,180,22.9,35,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,190,21.86,35.06,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,200,21.22,34.86,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,250,19.11,34.76,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,300,17.53,34.7,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,350,16.17,34.61,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,400,13.55,34.47,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,450,12.63,34.37,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,500,10.79,34.27,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,550,9.78,34.27,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,600,8.86,34.32,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,650,7.4,34.31,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,700,6.58,34.28,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,750,5.72,34.31,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,800,5.23,34.36,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,850,4.98,34.38,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,900,4.68,34.42,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,950,4.41,34.44,0111111,
28901,2012-07-21T22:43:00Z,21.9700,123.5080,989,4.17,34.46,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,2,29.71,34.14,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,3,29.71,34.14,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,4,29.71,34.14,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,5,29.71,34.14,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,6,29.7,34.14,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,7,29.71,34.14,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,8,29.71,34.14,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,9,29.7,34.14,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,10,29.7,34.15,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,20,29.68,34.16,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,30,29.66,34.16,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,40,29.42,34.26,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,50,29.15,34.28,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,60,29.03,34.3,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,70,28.45,34.39,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,80,28.4,34.39,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,90,28.21,34.43,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,100,28.07,34.44,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,110,27.74,34.5,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,120,27.61,34.51,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,130,27.25,34.56,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,140,26.58,34.6,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,150,25.67,34.66,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,160,24.96,34.76,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,170,24,34.85,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,179,23.55,34.88,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,190,23,34.89,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,200,21.94,34.9,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,250,18.72,34.75,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,300,16.52,34.64,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,350,15.01,34.55,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,400,12.42,34.4,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,450,11.14,34.32,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,500,9.94,34.3,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,550,8.9,34.32,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,600,8.02,34.33,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,650,7.24,34.32,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,700,6.4,34.3,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,750,5.75,34.3,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,800,5.19,34.36,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,850,4.94,34.39,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,900,4.72,34.4,0111111,
28901,2012-07-22T04:00:00Z,21.9690,123.4750,949,4.44,34.43,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,4,29.7,34.15,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,7,29.71,34.15,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,9,29.71,34.15,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,11,29.71,34.15,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,20,29.67,34.16,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,29,29.66,34.16,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,40,29.41,34.28,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,49,29.12,34.3,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,59,28.66,34.37,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,69,28.42,34.4,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,80,28.35,34.41,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,90,28.21,34.43,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,99,28.02,34.46,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,110,27.84,34.49,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,120,27.5,34.54,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,130,27.13,34.57,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,140,26.32,34.66,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,150,25.21,34.75,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,160,24.31,34.82,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,170,23.61,34.9,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,180,23.22,34.91,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,190,22.52,34.93,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,200,21.85,35.01,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,250,18.39,34.72,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,300,16.92,34.68,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,350,14.96,34.56,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,400,12.33,34.4,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,450,11.1,34.33,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,500,9.84,34.3,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,550,8.94,34.32,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,600,8.01,34.35,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,650,7.03,34.28,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,700,6.64,34.39,0111111,
28901,2012-07-22T04:11:00Z,21.9670,123.4740,750,6.01,34.37,0111111,
